timesteps,Building01::Rede_interna:N_B01::power,Building02::Rede_interna:N_B01::power,Building03::Rede_interna:N_B01::power,Building04::Rede_interna:N_B01::power,Building05::Rede_interna:N_B01::power,Building06::Rede_interna:N_B01::power,Building07::Rede_interna:N_B01::power,Building08::Rede_interna:N_B01::power,Building09::Rede_interna:N_B01::power,Building10::Rede_interna:N_B01::power
2017-01-19 05:30:00,0.02,0.43,0.044,0.042,0.179,0.093,0.103,0.042,0.032,0.083
2017-01-19 06:00:00,0.044,0.433,0.058,0.033,0.138,0.064,0.094,0.019,0.027,0.075
2017-01-19 06:30:00,0.023,0.429,0.061,0.051,0.132,0.049,0.075,0.023,0.032,0.074
2017-01-19 07:00:00,0.04,0.424,0.04,0.017,0.117,0.073,0.049,0.02,0.189,0.072
2017-01-19 07:30:00,0.038,0.427,0.084,0.014,0.276,0.206,0.048,0.017,0.102,0.08
2017-01-19 08:00:00,0.178,0.427,0.075,0.021,0.145,0.089,0.042,0.032,0.026,0.06
2017-01-19 08:30:00,0.065,0.438,0.126,0.033,0.137,0.094,0.045,0.041,0.026,0.05
2017-01-19 09:00:00,0.018,0.421,0.109,0.9,0.141,0.098,0.207,0.026,0.025,0.122
2017-01-19 09:30:00,0.043,0.446,0.129,1.54,0.109,0.083,0.217,0.032,0.229,0.05
2017-01-19 10:00:00,0.018,0.445,0.171,0.053,0.123,0.07,0.22,0.335,0.044,0.046
2017-01-19 10:30:00,0.043,0.466,0.134,0.055,0.119,0.063,0.134,0.336,0.071,0.049
2017-01-19 11:00:00,0.018,0.439,0.159,0.04,0.267,0.133,0.528,0.028,0.099,0.059
2017-01-19 11:30:00,0.044,0.429,0.109,0.014,0.184,0.633,0.341,0.009,0.076,0.046
2017-01-19 12:00:00,0.018,0.433,0.173,0.014,0.162,0.364,0.206,0.033,0.274,0.039
2017-01-19 12:30:00,0.044,0.43,0.172,0.014,0.12,0.976,0.17,0.032,0.07,0.04
2017-01-19 13:00:00,0.125,0.432,0.194,0.014,0.094,0.27,0.684,0.019,0.185,0.051
2017-01-19 13:30:00,0.242,0.451,0.851,0.017,0.079,0.223,0.48,0.016,0.148,0.049
2017-01-19 14:00:00,0.058,0.452,0.896,0.288,0.133,0.411,0.118,0.21,0.437,0.349
2017-01-19 14:30:00,0.034,0.452,0.315,0.036,0.094,1.009,0.095,0.195,0.606,0.776
2017-01-19 15:00:00,0.034,0.444,0.167,0.085,0.16,0.647,0.111,0.63,0.248,0.198
2017-01-19 15:30:00,0.028,0.443,0.139,0.014,0.081,0.167,0.066,0.384,0.95,0.125
2017-01-19 16:00:00,0.043,0.44,0.038,0.014,0.083,0.08,0.054,0.42,0.722,0.1
2017-01-19 16:30:00,0.018,0.435,0.064,0.014,0.131,0.129,0.04,0.527,0.708,0.114
2017-01-19 17:00:00,0.044,0.436,0.103,1.123,0.136,0.148,0.04,0.019,0.242,0.094
2017-01-19 17:30:00,0.018,0.441,0.094,1.535,0.063,0.592,0.07,0.354,0.042,0.079
2017-01-19 18:00:00,0.043,0.446,0.117,0.921,0.07,0.239,0.119,0.189,0.341,0.63
2017-01-19 18:30:00,0.02,0.613,0.038,1.088,0.076,0.152,0.101,0.863,0.507,0.143
2017-01-19 19:00:00,0.095,0.679,0.077,0.932,0.125,0.155,0.104,0.753,0.412,0.626
2017-01-19 19:30:00,0.092,0.686,0.427,1.136,0.143,0.148,0.156,0.754,0.395,0.39
2017-01-19 20:00:00,0.143,0.691,0.7,1.121,0.17,0.248,0.337,0.725,0.179,0.282
2017-01-19 20:30:00,0.1,0.697,1.08,1.135,0.735,0.789,0.485,0.71,0.791,0.66
2017-01-19 21:00:00,0.123,0.753,1.444,1.148,0.192,0.799,0.423,0.676,0.736,0.248
2017-01-19 21:30:00,0.175,0.759,0.817,0.075,0.147,0.354,0.403,0.737,0.741,0.225
2017-01-19 22:00:00,0.1,0.749,0.689,0.064,0.155,0.182,0.393,0.864,0.878,0.267
2017-01-19 22:30:00,0.089,0.741,1.472,0.033,0.133,0.265,0.312,0.678,0.742,0.209
2017-01-19 23:00:00,0.066,0.733,1.051,0.018,0.131,0.164,0.288,0.697,0.734,0.178
2017-01-19 23:30:00,0.041,0.704,0.566,0.016,0.113,0.134,0.308,1.271,0.728,0.244
2017-01-20 00:00:00,0.028,0.69,0.532,0.017,0.203,0.179,0.33,1.112,0.687,0.161
2017-01-20 00:30:00,0.045,0.7,0.441,0.016,0.352,0.86,0.307,0.845,0.258,0.094
2017-01-20 01:00:00,0.022,0.696,0.327,0.016,0.19,0.098,0.267,0.828,0.154,0.082
2017-01-20 01:30:00,0.045,0.713,0.407,0.016,0.147,0.198,0.241,0.671,0.113,0.072
2017-01-20 02:00:00,0.021,0.724,0.488,0.053,0.139,0.05,0.226,0.704,0.029,0.074
2017-01-20 02:30:00,0.047,0.712,0.354,0.029,0.1,0.051,0.246,0.374,0.037,0.085
2017-01-20 03:00:00,0.024,0.712,0.376,0.016,0.137,0.048,0.314,0.714,0.249,0.082
2017-01-20 03:30:00,0.04,0.729,0.362,0.016,0.103,0.177,0.311,0.408,0.025,0.087
2017-01-20 04:00:00,0.032,0.721,0.4,0.016,0.144,0.048,0.318,0.176,0.043,0.085
2017-01-20 04:30:00,0.033,0.72,0.387,0.016,0.142,0.088,0.087,0.663,0.024,0.091
2017-01-20 05:00:00,0.038,0.72,0.393,0.016,0.113,0.103,0.115,0.694,0.171,0.137
2017-01-20 05:30:00,0.027,0.718,0.363,0.016,0.093,0.07,0.115,0.698,0.099,0.111
2017-01-20 06:00:00,0.041,0.729,0.374,0.052,0.085,0.049,0.12,0.295,0.041,0.085
2017-01-20 06:30:00,0.024,0.715,0.509,0.018,0.065,0.048,0.12,0.018,0.024,0.07
2017-01-20 07:00:00,0.044,0.716,0.4,0.016,0.081,0.058,0.046,0.057,0.046,0.087
2017-01-20 07:30:00,0.022,0.724,0.329,0.068,0.245,0.155,0.058,0.02,0.227,0.079
2017-01-20 08:00:00,0.219,0.729,0.387,0.019,0.123,0.049,0.107,0.02,0.04,0.067
2017-01-20 08:30:00,0.03,0.759,0.421,0.036,0.08,0.11,0.172,0.03,0.023,0.083
2017-01-20 09:00:00,0.043,0.745,0.391,0.173,0.107,0.237,0.121,0.719,0.04,0.135
2017-01-20 09:30:00,0.018,0.77,0.285,0.017,0.06,0.218,0.056,0.779,0.024,0.048
2017-01-20 10:00:00,0.042,0.743,0.369,0.014,0.079,0.209,0.031,0.333,0.241,0.052
2017-01-20 10:30:00,0.025,0.748,0.209,0.014,0.06,0.06,0.07,0.018,0.039,0.071
2017-01-20 11:00:00,0.035,0.719,0.669,0.014,0.098,0.177,0.05,0.693,0.054,0.079
2017-01-20 11:30:00,0.031,0.715,0.148,0.014,0.146,0.462,0.058,0.988,0.058,0.075
2017-01-20 12:00:00,0.029,0.715,0.128,0.03,0.213,0.47,0.143,0.357,0.187,0.499
2017-01-20 12:30:00,0.037,0.712,0.284,0.051,0.062,0.641,0.206,0.358,0.248,0.543
2017-01-20 13:00:00,0.041,0.711,0.395,0.175,0.083,0.443,0.192,0.66,0.117,0.345
2017-01-20 13:30:00,0.051,0.726,0.333,0.032,0.077,1.296,0.226,0.618,0.148,0.995
2017-01-20 14:00:00,0.031,0.732,0.16,0.041,0.079,0.994,0.269,0.583,0.163,1.62
2017-01-20 14:30:00,0.044,0.73,0.193,0.027,0.056,0.661,0.247,0.417,0.3,0.751
2017-01-20 15:00:00,0.017,0.718,0.23,0.014,0.177,0.476,0.262,0.046,0.145,0.299
2017-01-20 15:30:00,0.054,0.716,0.11,0.014,0.062,0.952,0.246,0.027,0.094,0.172
2017-01-20 16:00:00,0.054,0.726,0.188,0.014,0.129,0.384,0.241,0.037,0.225,0.127
2017-01-20 16:30:00,0.061,0.73,0.166,0.049,0.062,0.499,0.257,0.039,0.25,0.287
2017-01-20 17:00:00,0.035,0.734,0.034,0.392,0.082,0.137,0.241,0.019,0.466,0.154
2017-01-20 17:30:00,0.035,0.727,0.167,0.382,0.062,0.258,0.267,0.014,0.286,0.368
2017-01-20 18:00:00,0.026,0.735,0.157,2.275,0.098,0.271,0.278,0.745,0.249,0.126
2017-01-20 18:30:00,0.042,0.719,0.242,1.203,0.067,0.202,0.238,0.947,0.173,0.171
2017-01-20 19:00:00,0.018,0.688,0.278,1.442,0.073,1.118,0.266,0.71,0.368,0.236
2017-01-20 19:30:00,0.043,0.694,0.256,1.151,0.18,1.026,0.245,0.586,0.117,0.6
2017-01-20 20:00:00,0.043,0.732,0.781,0.949,0.107,0.301,0.255,0.058,0.103,0.522
2017-01-20 20:30:00,0.04,0.757,0.712,0.026,0.117,0.749,0.301,0.052,0.168,1.06
2017-01-20 21:00:00,0.031,0.77,0.452,0.024,0.106,0.92,0.347,0.389,0.872,0.736
2017-01-20 21:30:00,0.028,0.752,0.442,0.024,0.138,0.291,0.688,0.234,0.964,0.363
2017-01-20 22:00:00,0.039,0.748,0.914,0.028,0.097,0.158,0.612,0.309,0.832,0.28
2017-01-20 22:30:00,0.082,0.747,0.385,0.03,0.126,0.156,0.59,0.313,0.838,0.299
2017-01-20 23:00:00,0.057,0.747,0.505,0.053,0.092,0.304,0.592,0.843,0.851,0.289
2017-01-20 23:30:00,0.019,0.751,0.416,0.016,0.126,0.153,0.608,0.087,0.652,0.284
2017-01-21 00:00:00,0.047,0.751,0.44,0.018,0.101,0.455,0.582,0.393,0.229,0.32
2017-01-21 00:30:00,0.02,0.756,0.459,0.031,0.798,0.923,0.595,0.867,0.363,0.652
2017-01-21 01:00:00,0.045,0.707,0.444,0.041,0.206,0.227,0.429,1.103,0.139,0.124
2017-01-21 01:30:00,0.019,0.713,0.44,0.016,0.318,0.062,0.311,0.906,0.057,0.734
2017-01-21 02:00:00,0.045,0.721,0.311,0.015,0.112,0.18,0.282,0.651,0.044,0.081
2017-01-21 02:30:00,0.019,0.723,0.329,0.014,0.099,0.077,0.223,0.689,0.156,0.075
2017-01-21 03:00:00,0.045,0.72,0.375,0.035,0.079,0.082,0.222,0.783,0.113,0.042
2017-01-21 03:30:00,0.019,0.737,0.305,0.047,0.116,0.093,0.193,0.797,0.025,0.047
2017-01-21 04:00:00,0.044,0.757,0.376,0.016,0.079,0.19,0.104,0.808,0.025,0.078
2017-01-21 04:30:00,0.024,0.744,0.413,0.016,0.074,0.049,0.098,0.688,0.048,0.079
2017-01-21 05:00:00,0.039,0.742,0.312,0.018,0.048,0.059,0.094,0.636,0.226,0.103
2017-01-21 05:30:00,0.028,0.748,0.336,0.016,0.057,0.052,0.099,0.666,0.025,0.074
2017-01-21 06:00:00,0.036,0.745,0.343,0.015,0.066,0.049,0.117,0.651,0.048,0.052
2017-01-21 06:30:00,0.034,0.731,0.292,0.014,0.043,0.049,0.08,0.338,0.024,0.037
2017-01-21 07:00:00,0.029,0.722,0.306,0.015,0.079,0.209,0.049,0.038,0.024,0.04
2017-01-21 07:30:00,0.046,0.718,0.406,0.048,0.071,0.083,0.129,0.045,0.225,0.04
2017-01-21 08:00:00,0.024,0.742,0.252,0.019,0.057,0.093,0.152,0.026,0.024,0.083
2017-01-21 08:30:00,0.048,0.779,0.376,0.015,0.055,0.099,0.171,0.032,0.024,0.068
2017-01-21 09:00:00,0.022,0.74,0.422,0.362,0.053,0.052,0.103,0.026,0.024,0.083
2017-01-21 09:30:00,0.044,0.734,0.332,0.048,0.026,0.048,0.098,0.016,0.043,0.063
2017-01-21 10:00:00,0.044,0.756,0.442,0.016,0.729,0.206,0.146,0.019,0.209,0.15
2017-01-21 10:30:00,0.042,0.763,0.329,0.018,0.357,0.074,0.058,0.036,0.024,0.198
2017-01-21 11:00:00,0.058,0.604,0.221,0.127,0.564,1.735,0.064,0.019,0.084,0.383
2017-01-21 11:30:00,0.099,0.0,0.158,0.014,0.108,1.016,0.072,0.08,0.046,0.248
2017-01-21 12:00:00,0.074,0.33,0.029,0.014,0.16,0.52,0.05,0.17,0.222,0.343
2017-01-21 12:30:00,0.662,0.326,0.078,0.014,0.389,0.77,0.06,0.256,0.028,0.724
2017-01-21 13:00:00,1.334,0.649,0.034,0.014,0.143,0.159,0.059,0.173,0.029,0.723
2017-01-21 13:30:00,0.623,0.727,0.11,0.014,0.44,0.227,0.056,0.368,0.067,0.763
2017-01-21 14:00:00,0.071,0.728,0.105,0.047,0.287,0.346,0.062,0.767,0.566,0.657
2017-01-21 14:30:00,0.091,0.732,0.087,0.096,0.108,0.489,0.167,0.22,0.857,0.314
2017-01-21 15:00:00,0.077,0.73,0.115,0.032,0.132,0.293,0.242,0.104,0.099,0.095
2017-01-21 15:30:00,0.114,0.739,0.028,0.018,0.091,0.554,0.241,0.052,0.13,0.078
2017-01-21 16:00:00,0.077,0.736,0.163,0.018,0.689,0.189,0.223,0.528,0.05,0.1
2017-01-21 16:30:00,0.625,0.732,0.182,0.016,0.297,0.223,0.234,1.353,0.193,0.098
2017-01-21 17:00:00,0.968,0.733,0.158,0.152,0.19,0.637,0.198,1.216,0.092,0.124
2017-01-21 17:30:00,0.103,0.717,0.254,0.573,0.058,0.921,0.221,1.029,0.04,0.244
2017-01-21 18:00:00,0.445,0.713,0.191,1.376,0.684,0.195,0.229,0.946,0.148,0.196
2017-01-21 18:30:00,0.728,0.718,0.48,1.26,0.81,0.241,0.175,0.848,0.754,0.17
2017-01-21 19:00:00,0.306,0.699,0.397,1.322,0.291,0.138,0.266,0.881,0.404,0.208
2017-01-21 19:30:00,0.081,0.713,0.435,1.305,0.222,0.25,0.37,1.498,0.193,0.203
2017-01-21 20:00:00,0.087,0.722,0.382,1.129,0.251,0.279,0.335,0.946,0.165,0.417
2017-01-21 20:30:00,0.019,0.724,0.709,1.282,0.115,0.915,0.382,0.755,0.25,0.713
2017-01-21 21:00:00,0.043,0.726,1.12,0.435,0.123,0.425,0.542,0.719,0.866,0.652
2017-01-21 21:30:00,0.017,0.772,0.636,0.051,0.092,0.349,0.63,0.767,0.913,0.416
2017-01-21 22:00:00,0.042,0.785,0.639,0.02,0.132,0.434,0.431,0.651,0.739,0.286
2017-01-21 22:30:00,0.018,0.754,0.706,0.02,0.123,0.172,0.313,0.131,0.726,0.213
2017-01-21 23:00:00,0.102,0.745,0.802,0.021,0.172,0.268,0.282,0.115,0.692,0.185
2017-01-21 23:30:00,0.037,0.738,0.772,0.064,0.103,0.14,0.296,0.235,0.902,0.503
2017-01-22 00:00:00,0.045,0.72,1.091,0.02,0.114,0.17,0.31,0.066,0.771,0.846
2017-01-22 00:30:00,0.025,0.735,0.459,0.014,0.1,0.414,0.321,0.064,0.494,0.456
2017-01-22 01:00:00,0.041,0.733,0.41,0.043,0.121,0.082,0.246,0.679,0.127,0.126
2017-01-22 01:30:00,0.028,0.724,0.336,0.019,0.153,0.111,0.119,0.781,0.058,0.122
2017-01-22 02:00:00,0.036,0.738,0.369,0.014,0.092,0.058,0.115,0.768,0.244,0.155
2017-01-22 02:30:00,0.035,0.747,0.414,0.014,0.099,0.064,0.066,0.715,0.029,0.157
2017-01-22 03:00:00,0.029,0.756,0.393,0.014,0.067,0.08,0.084,0.709,0.035,0.083
2017-01-22 03:30:00,0.04,0.753,0.337,0.014,0.084,0.05,0.11,0.7,0.032,0.089
2017-01-22 04:00:00,0.024,0.748,0.499,0.015,0.036,0.156,0.104,0.821,0.033,0.046
2017-01-22 04:30:00,0.045,0.748,0.439,0.022,0.125,0.053,0.1,0.748,0.24,0.137
2017-01-22 05:00:00,0.019,0.75,0.274,0.066,0.068,0.065,0.075,0.708,0.041,0.074
2017-01-22 05:30:00,0.1,0.763,0.319,0.014,0.101,0.095,0.081,0.714,0.024,0.053
2017-01-22 06:00:00,0.021,0.741,0.308,0.014,0.069,0.074,0.079,0.632,0.046,0.043
2017-01-22 06:30:00,0.045,0.732,0.248,0.031,0.098,0.06,0.063,0.031,0.025,0.05
2017-01-22 07:00:00,0.019,0.728,0.197,0.032,0.081,0.05,0.048,0.052,0.218,0.044
2017-01-22 07:30:00,0.045,0.729,0.138,0.014,0.083,0.081,0.032,0.039,0.032,0.05
2017-01-22 08:00:00,0.02,0.738,0.098,0.015,0.061,0.05,0.036,0.029,0.025,0.039
2017-01-22 08:30:00,0.055,0.746,0.107,0.014,0.075,0.179,0.183,0.035,0.043,0.04
2017-01-22 09:00:00,0.058,0.74,0.071,0.126,0.067,0.052,0.232,0.032,0.201,0.152
2017-01-22 09:30:00,0.058,0.765,0.045,0.026,0.046,0.054,0.185,0.023,0.039,0.437
2017-01-22 10:00:00,0.042,0.77,0.086,0.014,1.142,0.115,0.181,0.033,0.05,0.095
2017-01-22 10:30:00,0.032,0.799,0.036,0.017,0.356,0.1,0.216,0.035,0.025,0.077
2017-01-22 11:00:00,0.635,0.759,0.147,0.301,0.292,0.247,0.356,0.032,0.024,0.07
2017-01-22 11:30:00,0.743,0.428,0.202,0.136,0.129,0.658,0.39,0.021,0.251,0.091
2017-01-22 12:00:00,0.139,0.431,0.236,0.018,0.147,0.945,0.392,0.018,0.177,0.155
2017-01-22 12:30:00,0.559,0.439,0.278,0.987,0.118,1.433,0.334,0.022,0.256,0.106
2017-01-22 13:00:00,0.896,0.432,0.209,1.349,0.14,0.825,0.347,0.219,0.181,0.098
2017-01-22 13:30:00,0.262,0.447,0.25,0.46,0.031,0.873,0.251,0.135,0.256,0.094
2017-01-22 14:00:00,0.077,0.449,0.236,0.04,0.054,0.338,0.182,0.894,0.619,0.769
2017-01-22 14:30:00,0.398,0.452,1.029,0.016,0.22,0.894,0.19,1.317,0.432,0.204
2017-01-22 15:00:00,1.163,0.454,0.312,0.557,0.058,0.48,0.233,0.725,0.212,0.142
2017-01-22 15:30:00,0.394,0.477,0.213,1.157,0.126,0.185,0.184,1.262,0.095,0.099
2017-01-22 16:00:00,0.126,0.519,0.136,0.942,0.047,0.061,0.2,0.682,0.29,0.084
2017-01-22 16:30:00,0.129,0.448,0.145,0.131,0.039,0.169,0.222,0.697,0.059,0.086
2017-01-22 17:00:00,0.128,0.45,0.18,1.402,0.086,0.69,0.195,0.786,0.095,0.101
2017-01-22 17:30:00,0.09,0.451,0.133,0.378,0.055,0.24,0.226,0.715,0.087,0.098
2017-01-22 18:00:00,0.123,0.448,0.129,0.016,0.033,0.368,0.253,0.277,0.091,0.304
2017-01-22 18:30:00,0.149,0.436,0.216,0.044,0.051,0.202,0.257,0.158,0.301,0.581
2017-01-22 19:00:00,0.115,0.439,0.103,0.073,0.035,0.171,0.253,0.321,0.1,0.339
2017-01-22 19:30:00,0.086,0.437,0.21,0.797,0.06,0.175,0.223,0.676,0.113,0.992
2017-01-22 20:00:00,0.116,0.436,0.783,1.334,0.028,0.29,0.255,0.995,0.137,1.05
2017-01-22 20:30:00,0.722,0.473,0.605,1.165,0.285,0.566,0.357,0.541,0.412,0.955
2017-01-22 21:00:00,0.214,0.465,0.542,1.248,0.197,0.754,0.23,0.519,0.886,0.557
2017-01-22 21:30:00,0.111,0.441,0.448,0.016,0.171,0.155,0.248,0.52,0.711,0.213
2017-01-22 22:00:00,0.105,0.444,0.285,0.016,0.2,0.296,0.235,0.617,0.745,0.186
2017-01-22 22:30:00,0.091,0.438,0.257,0.018,0.221,0.15,0.257,0.501,0.821,0.189
2017-01-22 23:00:00,0.071,0.46,0.284,0.016,0.183,0.136,0.315,0.901,0.82,0.203
2017-01-22 23:30:00,0.053,0.443,0.186,0.018,0.206,0.499,0.213,0.966,0.274,0.086
2017-01-23 00:00:00,0.075,0.447,0.221,0.054,0.16,0.196,0.121,0.604,0.137,0.108
2017-01-23 00:30:00,0.066,0.453,0.264,0.021,0.119,0.141,0.106,0.425,0.057,0.103
2017-01-23 01:00:00,0.034,0.446,0.191,0.019,0.064,0.198,0.103,0.537,0.029,0.109
2017-01-23 01:30:00,0.051,0.449,0.14,0.07,0.027,0.209,0.112,0.611,0.255,0.094
2017-01-23 02:00:00,0.023,0.441,0.077,0.019,0.059,0.098,0.086,0.845,0.027,0.081
2017-01-23 02:30:00,0.045,0.43,0.038,0.016,0.068,0.073,0.094,0.964,0.042,0.076
2017-01-23 03:00:00,0.042,0.428,0.075,0.014,0.044,0.053,0.096,0.703,0.026,0.088
2017-01-23 03:30:00,0.024,0.441,0.08,0.016,0.051,0.048,0.084,0.738,0.043,0.072
2017-01-23 04:00:00,0.048,0.425,0.088,0.016,0.037,0.05,0.102,0.643,0.202,0.07
2017-01-23 04:30:00,0.03,0.428,0.126,0.016,0.052,0.171,0.095,0.637,0.044,0.078
2017-01-23 05:00:00,0.038,0.427,0.11,0.016,0.036,0.048,0.087,0.31,0.043,0.073
2017-01-23 05:30:00,0.045,0.431,0.046,0.052,0.053,0.051,0.111,0.045,0.026,0.144
2017-01-23 06:00:00,0.022,0.438,0.077,0.016,0.038,0.096,0.092,0.039,0.026,0.102
2017-01-23 06:30:00,0.047,0.436,0.054,0.016,0.089,0.083,0.098,0.048,0.239,0.061
2017-01-23 07:00:00,0.04,0.437,0.059,0.016,0.026,0.048,0.069,0.038,0.026,0.062
2017-01-23 07:30:00,0.032,0.442,0.075,0.014,0.234,0.048,0.046,0.029,0.026,0.061
2017-01-23 08:00:00,0.188,0.442,0.048,0.015,0.083,0.089,0.069,0.034,0.026,0.069
2017-01-23 08:30:00,0.038,0.44,0.129,0.028,0.058,0.058,0.057,0.071,0.028,0.076
2017-01-23 09:00:00,0.058,0.469,0.12,0.091,0.068,0.051,0.102,0.605,0.214,0.245
2017-01-23 09:30:00,0.017,0.469,0.069,0.014,0.045,0.048,0.2,0.272,0.025,0.531
2017-01-23 10:00:00,0.053,0.437,0.077,0.014,0.204,0.204,0.224,0.029,0.052,0.376
2017-01-23 10:30:00,0.018,0.426,0.143,0.014,0.234,0.278,0.275,0.037,0.035,0.088
2017-01-23 11:00:00,0.051,0.43,0.129,0.035,0.063,0.601,0.267,0.016,0.273,0.075
2017-01-23 11:30:00,0.017,0.427,0.076,0.029,0.025,1.218,0.236,0.025,0.092,0.106
2017-01-23 12:00:00,0.052,0.428,0.034,0.014,0.054,0.337,0.12,0.028,0.072,0.069
2017-01-23 12:30:00,0.019,0.427,0.102,0.053,0.08,0.121,0.102,0.198,1.125,0.073
2017-01-23 13:00:00,0.369,0.425,0.102,0.016,0.098,0.231,0.035,0.594,0.329,0.095
2017-01-23 13:30:00,0.095,0.435,0.45,0.015,0.038,0.716,0.057,0.549,0.174,0.58
2017-01-23 14:00:00,0.075,0.442,0.491,0.015,0.126,0.571,0.039,0.405,0.193,0.929
2017-01-23 14:30:00,0.022,0.437,0.319,0.062,0.049,0.975,0.04,0.086,0.139,0.219
2017-01-23 15:00:00,0.076,0.433,0.119,0.025,0.06,0.185,0.04,0.054,0.118,0.086
2017-01-23 15:30:00,0.048,0.429,0.068,0.014,0.073,0.055,0.028,0.381,0.314,0.108
2017-01-23 16:00:00,0.063,0.427,0.061,0.014,0.109,0.173,0.045,0.042,0.108,0.421
2017-01-23 16:30:00,0.038,0.428,0.079,0.039,0.049,0.216,0.03,0.02,0.107,0.353
2017-01-23 17:00:00,0.038,0.425,0.05,0.1,0.062,1.001,0.033,0.272,0.142,0.108
2017-01-23 17:30:00,0.032,0.423,0.149,0.268,0.055,0.275,0.06,0.132,0.179,0.128
2017-01-23 18:00:00,0.042,0.425,0.098,1.221,0.023,0.289,0.064,0.096,0.379,0.35
2017-01-23 18:30:00,0.329,0.42,0.101,1.039,0.11,0.286,0.088,0.071,0.22,0.258
2017-01-23 19:00:00,0.373,0.403,0.096,0.916,0.072,0.278,0.212,0.321,0.342,0.288
2017-01-23 19:30:00,0.176,0.407,1.121,1.551,0.062,0.136,0.139,0.294,0.233,0.656
2017-01-23 20:00:00,0.141,0.541,0.845,1.349,0.03,0.243,0.137,1.186,0.679,0.984
2017-01-23 20:30:00,0.628,0.749,0.673,1.074,0.046,0.583,0.122,0.91,0.843,0.439
2017-01-23 21:00:00,0.106,0.765,0.615,0.966,0.033,0.781,0.142,1.779,0.847,0.217
2017-01-23 21:30:00,0.116,0.732,0.278,0.018,0.051,0.296,0.115,1.302,0.746,0.2
2017-01-23 22:00:00,0.046,0.719,0.51,0.049,0.039,0.202,0.333,1.439,0.804,0.304
2017-01-23 22:30:00,0.024,0.718,0.814,0.017,0.032,0.343,0.329,1.181,0.982,0.323
2017-01-23 23:00:00,0.044,0.71,0.627,0.016,0.084,0.182,0.25,1.077,0.664,0.241
2017-01-23 23:30:00,0.033,0.716,0.676,0.02,0.032,0.312,0.368,1.069,0.19,0.158
2017-01-24 00:00:00,0.031,0.734,0.374,0.034,0.053,0.337,0.416,0.952,0.187,0.082
2017-01-24 00:30:00,0.043,0.715,0.414,0.063,0.026,0.514,0.415,0.896,0.306,0.084
2017-01-24 01:00:00,0.02,0.72,0.421,0.017,0.053,0.073,0.257,0.788,0.153,0.079
2017-01-24 01:30:00,0.044,0.712,0.062,0.016,0.037,0.1,0.073,0.623,0.047,0.071
2017-01-24 02:00:00,0.023,0.726,0.132,0.014,0.046,0.206,0.089,0.649,0.026,0.072
2017-01-24 02:30:00,0.04,0.725,0.078,0.015,0.083,0.056,0.077,0.614,0.046,0.068
2017-01-24 03:00:00,0.036,0.74,0.117,0.015,0.076,0.088,0.074,0.108,0.186,0.051
2017-01-24 03:30:00,0.027,0.749,0.048,0.047,0.047,0.061,0.084,0.052,0.086,0.049
2017-01-24 04:00:00,0.044,0.726,0.063,0.017,0.029,0.053,0.076,0.079,0.027,0.035
2017-01-24 04:30:00,0.02,0.732,0.062,0.016,0.05,0.053,0.085,0.066,0.046,0.07
2017-01-24 05:00:00,0.043,0.725,0.048,0.016,0.038,0.173,0.097,0.062,0.027,0.129
2017-01-24 05:30:00,0.024,0.725,0.078,0.05,0.055,0.093,0.073,0.061,0.246,0.068
2017-01-24 06:00:00,0.039,0.738,0.071,0.039,0.025,0.084,0.094,0.115,0.027,0.055
2017-01-24 06:30:00,0.034,0.725,0.129,0.014,0.051,0.054,0.076,0.022,0.039,0.08
2017-01-24 07:00:00,0.028,0.713,0.087,0.014,0.064,0.066,0.037,0.021,0.033,0.066
2017-01-24 07:30:00,0.092,0.717,0.07,0.02,0.053,0.052,0.067,0.032,0.027,0.063
2017-01-24 08:00:00,0.154,0.732,0.065,0.045,0.033,0.079,0.087,0.025,0.236,0.082
2017-01-24 08:30:00,0.073,0.758,0.04,0.219,0.039,0.08,0.072,0.038,0.027,0.078
2017-01-24 09:00:00,0.021,0.731,0.08,0.068,0.042,0.054,0.108,0.027,0.026,0.291
2017-01-24 09:30:00,0.086,0.761,0.032,0.014,0.039,0.083,0.025,0.015,0.026,0.625
2017-01-24 10:00:00,0.032,0.759,0.114,0.014,0.045,0.226,0.045,0.026,0.096,0.077
2017-01-24 10:30:00,0.062,0.774,0.132,0.02,0.056,0.075,0.037,0.322,0.18,0.081
2017-01-24 11:00:00,0.017,0.586,0.136,0.049,0.086,0.38,0.089,0.015,0.668,0.066
2017-01-24 11:30:00,0.041,0.436,0.124,0.017,0.034,0.616,0.341,0.016,0.521,0.079
2017-01-24 12:00:00,0.03,0.433,0.04,0.021,0.1,1.133,0.619,0.044,0.11,0.065
2017-01-24 12:30:00,0.031,0.433,0.083,0.066,0.024,0.63,0.366,0.08,0.395,0.068
2017-01-24 13:00:00,0.277,0.429,0.042,0.014,0.049,0.698,0.462,0.021,0.133,0.082
2017-01-24 13:30:00,0.081,0.439,0.066,0.016,0.038,0.599,0.347,0.51,0.122,0.062
2017-01-24 14:00:00,0.046,0.428,0.06,0.675,0.097,0.511,0.308,1.156,0.141,0.094
2017-01-24 14:30:00,0.018,0.429,0.043,1.307,0.114,0.865,0.305,0.9,0.087,0.112
2017-01-24 15:00:00,0.04,0.419,0.119,1.429,0.036,0.397,0.305,0.898,0.344,0.103
