timesteps,Building01::Rede_interna:N_B01::power,Building02::Rede_interna:N_B01::power,Building03::Rede_interna:N_B01::power,Building04::Rede_interna:N_B01::power,Building05::Rede_interna:N_B01::power,Building06::Rede_interna:N_B01::power,Building07::Rede_interna:N_B01::power,Building08::Rede_interna:N_B01::power,Building09::Rede_interna:N_B01::power,Building10::Rede_interna:N_B01::power
2017-01-01 00:00:00,0.023,0.489,0.033,0.039,0.082,0.326,0.786,0.016,0.238,0.084
2017-01-01 00:30:00,0.046,0.49,0.075,0.04,0.099,0.224,0.759,0.013,0.442,0.082
2017-01-01 01:00:00,0.02,0.493,0.031,0.086,0.088,0.132,0.771,0.008,0.395,0.125
2017-01-01 01:30:00,0.042,0.494,0.084,0.133,0.104,0.203,0.727,0.016,0.283,0.118
2017-01-01 02:00:00,0.032,0.503,0.095,0.064,0.077,0.063,0.711,0.033,0.45,0.159
2017-01-01 02:30:00,0.031,0.504,0.106,0.036,0.077,0.05,0.576,0.024,0.913,0.136
2017-01-01 03:00:00,0.328,0.495,0.099,0.036,0.055,0.056,0.481,0.016,1.168,0.159
2017-01-01 03:30:00,0.604,0.48,0.042,0.036,0.153,0.107,0.338,0.011,0.435,0.132
2017-01-01 04:00:00,0.049,0.471,0.071,0.036,0.086,0.062,0.34,0.01,0.028,0.09
2017-01-01 04:30:00,0.022,0.469,0.028,0.048,0.112,0.085,0.404,0.016,0.04,0.087
2017-01-01 05:00:00,0.047,0.487,0.076,0.073,0.076,0.089,0.186,0.016,0.041,0.094
2017-01-01 05:30:00,0.024,0.495,0.037,0.036,0.077,0.238,0.122,0.017,0.256,0.099
2017-01-01 06:00:00,0.043,0.471,0.064,0.061,0.043,0.065,0.154,0.038,0.028,0.099
2017-01-01 06:30:00,0.03,0.471,0.054,0.049,0.068,0.094,0.122,0.013,0.042,0.071
2017-01-01 07:00:00,0.035,0.467,0.097,0.018,0.069,0.073,0.091,0.01,0.042,0.056
2017-01-01 07:30:00,0.036,0.472,0.12,0.018,0.063,0.049,0.102,0.016,0.028,0.05
2017-01-01 08:00:00,0.029,0.475,0.074,0.018,0.05,0.05,0.086,0.016,0.239,0.067
2017-01-01 08:30:00,0.042,0.518,0.079,0.053,0.046,0.061,0.167,0.01,0.041,0.077
2017-01-01 09:00:00,0.023,0.485,0.034,0.041,0.061,0.051,0.241,0.011,0.029,0.081
2017-01-01 09:30:00,0.046,0.492,0.068,0.045,0.065,0.254,0.209,0.015,0.042,0.096
2017-01-01 10:00:00,0.02,0.525,0.05,0.15,0.169,0.076,0.229,0.036,0.029,0.077
2017-01-01 10:30:00,0.043,0.53,0.053,0.124,0.73,0.245,0.203,0.022,0.244,0.078
2017-01-01 11:00:00,0.03,0.576,0.062,0.018,0.147,0.428,0.222,0.012,0.098,0.11
2017-01-01 11:30:00,0.129,0.523,0.037,0.018,0.275,1.216,0.288,0.008,0.063,0.166
2017-01-01 12:00:00,0.146,0.479,0.121,0.019,0.167,1.566,0.206,0.016,0.648,0.099
2017-01-01 12:30:00,0.146,0.474,0.073,0.065,0.136,1.262,0.216,0.01,1.111,0.48
2017-01-01 13:00:00,0.148,0.466,0.12,0.018,0.104,0.791,0.204,0.016,0.682,0.435
2017-01-01 13:30:00,0.138,0.457,0.048,0.018,0.07,0.891,0.42,0.016,0.642,0.18
2017-01-01 14:00:00,0.163,0.457,0.057,0.134,0.102,1.394,0.221,0.025,1.051,0.138
2017-01-01 14:30:00,0.135,0.459,0.06,0.046,0.079,1.333,0.481,0.027,0.81,0.121
2017-01-01 15:00:00,0.16,0.465,0.042,0.029,0.071,1.445,0.176,0.016,0.591,0.135
2017-01-01 15:30:00,0.137,0.462,0.075,0.05,0.027,0.905,0.091,0.01,0.629,0.123
2017-01-01 16:00:00,0.161,0.469,0.025,0.033,0.052,0.788,0.102,0.017,0.642,0.244
2017-01-01 16:30:00,0.147,0.467,0.077,0.018,0.024,0.778,0.131,0.016,0.678,0.064
2017-01-01 17:00:00,0.147,0.472,0.088,0.023,0.088,0.942,0.142,0.006,0.714,0.076
2017-01-01 17:30:00,0.155,0.468,0.111,0.019,0.177,0.89,0.166,0.025,0.145,0.099
2017-01-01 18:00:00,0.193,0.499,0.098,0.021,0.093,0.785,0.205,0.037,0.144,0.17
2017-01-01 18:30:00,0.232,0.773,0.053,0.052,0.147,0.788,0.258,0.01,0.153,0.716
2017-01-01 19:00:00,0.229,0.748,0.065,0.086,0.133,0.389,0.515,0.017,0.168,0.22
2017-01-01 19:30:00,0.199,0.738,0.036,0.052,0.094,0.226,0.382,0.016,0.361,0.728
2017-01-01 20:00:00,0.218,0.745,0.075,0.03,0.391,0.391,0.297,0.007,1.07,0.766
2017-01-01 20:30:00,0.231,0.744,0.026,0.022,0.097,0.698,0.291,0.014,0.444,0.618
2017-01-01 21:00:00,0.155,0.732,0.073,0.022,0.091,0.655,0.292,0.024,1.179,0.336
2017-01-01 21:30:00,0.197,0.731,0.042,0.022,0.101,0.369,0.287,0.033,0.681,0.214
2017-01-01 22:00:00,0.189,0.73,0.098,0.056,0.067,0.233,0.233,0.016,0.585,0.198
2017-01-01 22:30:00,0.1,0.782,0.107,0.041,0.088,0.324,0.236,0.017,0.402,0.199
2017-01-01 23:00:00,0.086,0.769,0.09,0.05,0.1,0.218,0.394,0.011,0.864,0.271
2017-01-01 23:30:00,0.039,0.792,0.089,1.132,0.247,0.222,0.237,0.011,0.741,0.118
2017-01-02 00:00:00,0.043,0.783,0.028,1.391,0.145,0.213,0.372,0.016,1.428,0.079
2017-01-02 00:30:00,0.022,0.812,0.076,1.143,0.113,0.185,0.284,0.026,0.145,0.079
2017-01-02 01:00:00,0.045,0.826,0.037,0.503,0.071,0.079,0.248,0.03,0.145,0.082
2017-01-02 01:30:00,0.021,0.802,0.065,0.07,0.096,0.102,0.246,0.017,0.124,0.064
2017-01-02 02:00:00,0.044,0.774,0.05,0.027,0.038,0.075,0.267,0.017,0.129,0.059
2017-01-02 02:30:00,0.028,0.778,0.053,0.062,0.068,0.078,0.259,0.007,0.292,0.482
2017-01-02 03:00:00,0.037,0.774,0.085,0.049,0.07,0.104,0.27,0.014,0.055,0.465
2017-01-02 03:30:00,0.034,0.766,0.092,0.03,0.068,0.102,0.261,0.017,0.027,0.364
2017-01-02 04:00:00,0.03,0.766,0.123,0.02,0.065,0.154,0.136,0.029,0.041,0.111
2017-01-02 04:30:00,0.041,0.77,0.054,0.026,0.059,0.122,0.172,0.026,0.042,0.101
2017-01-02 05:00:00,0.024,0.771,0.077,0.066,0.052,0.142,0.181,0.017,0.272,0.082
2017-01-02 05:30:00,0.052,0.765,0.039,0.019,0.057,0.112,0.146,0.01,0.041,0.11
2017-01-02 06:00:00,0.019,0.779,0.065,0.018,0.055,0.101,0.204,0.013,0.042,0.135
2017-01-02 06:30:00,0.045,0.77,0.055,0.018,0.072,0.1,0.22,0.015,0.027,0.143
2017-01-02 07:00:00,0.019,0.765,0.045,0.018,0.056,0.104,0.098,0.018,0.042,0.076
2017-01-02 07:30:00,0.046,0.763,0.074,0.041,0.165,0.07,0.101,0.037,0.034,0.067
2017-01-02 08:00:00,0.03,0.77,0.041,0.028,0.096,0.089,0.1,0.017,0.245,0.066
2017-01-02 08:30:00,0.514,0.815,0.126,0.067,0.05,0.071,0.092,0.013,0.042,0.08
2017-01-02 09:00:00,0.553,0.772,0.076,0.018,0.056,0.06,0.085,0.014,0.026,0.07
2017-01-02 09:30:00,0.088,0.75,0.118,0.022,0.059,0.059,0.088,0.011,0.042,0.072
2017-01-02 10:00:00,0.107,0.747,0.037,0.018,0.111,0.047,0.093,0.016,0.032,0.075
2017-01-02 10:30:00,0.157,0.778,0.066,0.021,0.184,0.068,0.103,0.039,0.287,0.072
2017-01-02 11:00:00,0.303,0.6,0.054,1.146,0.123,0.362,0.199,0.017,0.096,0.089
2017-01-02 11:30:00,0.066,0.442,0.043,1.272,0.031,0.828,0.144,0.017,0.262,0.077
2017-01-02 12:00:00,0.044,0.45,0.075,0.871,0.109,0.197,0.148,0.01,0.267,0.188
2017-01-02 12:30:00,0.032,0.444,0.026,0.035,0.188,0.071,0.355,0.01,0.111,0.253
2017-01-02 13:00:00,0.096,0.443,0.077,0.032,0.091,0.063,0.194,0.013,0.29,0.327
2017-01-02 13:30:00,0.063,0.451,0.078,0.185,0.087,0.854,0.127,0.034,0.958,0.585
2017-01-02 14:00:00,0.146,0.462,0.119,0.022,0.092,1.365,0.064,0.025,0.568,1.125
2017-01-02 14:30:00,0.089,0.459,0.093,0.036,0.212,1.323,0.086,0.015,0.107,1.228
2017-01-02 15:00:00,0.369,0.454,0.064,0.044,0.142,1.674,0.077,0.012,0.104,0.591
2017-01-02 15:30:00,0.105,0.45,0.062,0.059,0.146,1.692,0.08,0.012,0.315,0.171
2017-01-02 16:00:00,0.426,0.454,0.04,0.02,0.121,0.78,0.14,0.016,0.093,0.218
2017-01-02 16:30:00,0.563,0.45,0.075,0.02,0.087,0.698,0.098,0.03,0.108,0.243
2017-01-02 17:00:00,0.745,0.449,0.067,0.039,0.088,0.959,0.128,0.044,0.104,0.081
2017-01-02 17:30:00,0.739,0.445,0.203,0.033,0.072,0.92,0.17,0.042,0.116,0.156
2017-01-02 18:00:00,0.606,0.447,0.242,0.029,0.192,0.873,0.588,0.026,0.295,0.107
2017-01-02 18:30:00,0.539,0.446,0.317,0.211,0.195,0.841,0.359,0.081,0.12,0.112
2017-01-02 19:00:00,0.455,0.442,0.392,0.061,0.188,0.654,0.34,0.04,0.119,0.083
2017-01-02 19:30:00,0.494,0.438,0.36,0.032,0.089,0.239,0.353,0.074,0.544,0.141
2017-01-02 20:00:00,0.196,0.627,0.545,0.018,0.121,0.322,0.309,0.105,0.639,0.197
2017-01-02 20:30:00,0.324,0.785,1.387,0.018,0.078,0.846,0.318,0.022,0.832,0.192
2017-01-02 21:00:00,0.476,0.794,0.747,0.022,0.094,0.271,0.283,0.017,0.788,0.225
2017-01-02 21:30:00,1.139,0.782,0.511,0.044,0.082,0.309,0.233,0.012,0.461,0.32
2017-01-02 22:00:00,1.144,0.779,0.562,0.372,0.103,0.241,0.267,0.128,0.118,0.197
2017-01-02 22:30:00,0.682,0.783,0.601,1.464,0.069,0.372,0.262,0.068,0.286,0.108
2017-01-02 23:00:00,0.105,0.8,0.676,1.124,0.056,0.205,0.293,0.263,0.297,0.096
2017-01-02 23:30:00,0.024,0.8,0.591,1.166,0.06,0.203,0.285,0.343,0.301,0.083
2017-01-03 00:00:00,0.049,0.803,0.534,1.148,0.171,0.617,0.234,0.339,0.725,0.078
2017-01-03 00:30:00,0.022,0.768,0.576,0.13,0.124,0.133,0.268,0.318,0.236,0.057
2017-01-03 01:00:00,0.05,0.78,0.385,0.02,0.114,0.057,0.21,0.365,0.131,0.07
2017-01-03 01:30:00,0.03,0.78,0.491,0.019,0.139,0.186,0.193,0.267,0.27,0.052
2017-01-03 02:00:00,0.039,0.779,0.071,0.036,0.083,0.063,0.186,0.015,0.035,0.14
2017-01-03 02:30:00,0.039,0.758,0.125,0.034,0.091,0.05,0.172,0.082,0.031,0.084
2017-01-03 03:00:00,0.031,0.762,0.075,0.073,0.042,0.065,0.2,0.306,0.038,0.052
2017-01-03 03:30:00,0.048,0.788,0.114,0.024,0.06,0.105,0.202,0.338,0.038,0.043
2017-01-03 04:00:00,0.021,0.775,0.141,0.019,0.065,0.055,0.148,0.949,0.139,0.044
2017-01-03 04:30:00,0.05,0.769,0.136,0.037,0.106,0.05,0.141,0.844,0.143,0.066
2017-01-03 05:00:00,0.02,0.764,0.161,0.028,0.066,0.056,0.137,0.339,0.026,0.077
2017-01-03 05:30:00,0.049,0.759,0.095,0.018,0.068,0.093,0.138,0.31,0.041,0.07
2017-01-03 06:00:00,0.025,0.77,0.123,0.018,0.041,0.049,0.146,0.308,0.035,0.088
2017-01-03 06:30:00,0.095,0.771,0.07,0.018,0.088,0.111,0.121,0.306,0.033,0.066
2017-01-03 07:00:00,0.036,0.758,0.107,0.034,0.039,0.25,0.088,0.32,0.259,0.066
2017-01-03 07:30:00,0.068,0.754,0.078,0.06,0.149,0.086,0.087,0.312,0.027,0.081
2017-01-03 08:00:00,0.29,0.741,0.098,0.065,0.08,0.087,0.074,0.311,0.042,0.073
2017-01-03 08:30:00,0.071,0.787,0.11,0.056,0.078,0.098,0.101,0.301,0.026,0.086
2017-01-03 09:00:00,0.019,0.758,0.139,0.042,0.031,0.081,0.091,0.3,0.04,0.066
2017-01-03 09:30:00,0.043,0.756,0.13,0.249,0.062,0.083,0.109,0.317,0.028,0.078
2017-01-03 10:00:00,0.031,0.765,0.1,0.037,0.045,0.1,0.206,0.301,0.289,0.089
2017-01-03 10:30:00,0.031,0.442,0.09,0.018,0.082,0.987,0.224,0.293,0.101,0.07
2017-01-03 11:00:00,0.042,0.431,0.067,0.018,0.072,0.858,0.163,0.303,0.137,0.128
2017-01-03 11:30:00,0.021,0.427,0.063,0.023,0.071,0.66,0.169,0.289,0.182,0.118
2017-01-03 12:00:00,0.044,0.431,0.052,0.255,0.035,0.196,0.679,0.472,0.362,0.105
2017-01-03 12:30:00,0.018,0.437,0.053,0.177,0.052,0.075,0.795,0.062,0.323,0.11
2017-01-03 13:00:00,0.366,0.436,0.093,0.018,0.031,0.264,0.711,0.224,0.227,0.47
2017-01-03 13:30:00,0.141,0.448,0.205,0.018,0.06,0.774,0.185,0.162,0.878,1.022
2017-01-03 14:00:00,0.072,0.454,0.208,0.018,0.062,0.232,0.183,0.073,0.516,0.334
2017-01-03 14:30:00,0.024,0.445,0.156,0.054,0.072,1.331,0.087,0.038,0.163,0.138
2017-01-03 15:00:00,0.037,0.45,0.162,0.057,0.169,0.329,0.071,0.12,0.428,0.143
2017-01-03 15:30:00,0.032,0.445,0.412,0.018,0.044,0.375,0.117,0.37,0.08,0.154
2017-01-03 16:00:00,0.032,0.445,0.06,0.018,0.046,0.527,0.106,0.16,0.183,0.513
2017-01-03 16:30:00,0.04,0.449,0.07,0.018,0.174,0.199,0.115,0.059,0.429,0.431
2017-01-03 17:00:00,0.022,0.45,0.035,0.055,0.087,0.468,0.111,0.052,0.252,0.388
2017-01-03 17:30:00,0.043,0.444,0.086,0.052,0.05,0.215,0.101,0.045,0.171,0.573
2017-01-03 18:00:00,0.017,0.442,0.088,0.824,0.078,0.154,0.195,0.062,0.44,0.167
2017-01-03 18:30:00,0.044,0.432,0.127,1.273,0.083,0.162,0.302,0.037,0.399,0.185
2017-01-03 19:00:00,0.03,0.439,0.086,2.249,0.054,0.197,0.27,0.044,0.172,0.159
2017-01-03 19:30:00,0.063,0.442,0.078,1.207,0.032,0.208,0.245,0.063,0.17,0.185
2017-01-03 20:00:00,0.053,0.462,0.056,1.026,0.05,0.505,0.363,0.449,0.52,0.435
2017-01-03 20:30:00,0.078,0.511,0.047,1.086,0.081,0.338,0.518,0.763,0.997,0.569
2017-01-03 21:00:00,0.343,0.486,0.077,1.089,0.104,1.432,0.675,0.381,0.79,0.185
2017-01-03 21:30:00,0.124,0.489,0.753,0.753,0.059,0.715,0.701,0.962,0.679,0.759
2017-01-03 22:00:00,0.315,0.484,0.551,0.05,0.187,0.333,0.525,0.637,0.703,0.777
2017-01-03 22:30:00,1.033,0.49,0.592,0.022,0.074,0.245,0.472,0.586,0.768,0.403
2017-01-03 23:00:00,0.779,0.498,0.511,0.034,0.09,0.166,0.488,0.573,0.763,0.222
2017-01-03 23:30:00,0.11,0.501,0.422,0.042,0.084,0.2,0.499,0.852,0.993,0.202
2017-01-04 00:00:00,0.071,0.495,0.47,0.018,0.171,0.441,0.487,1.159,0.768,0.181
2017-01-04 00:30:00,0.049,0.484,0.45,0.043,0.111,0.193,0.472,1.119,0.641,0.089
2017-01-04 01:00:00,0.031,0.463,0.46,0.023,0.11,0.12,0.395,1.198,0.16,0.149
2017-01-04 01:30:00,0.078,0.452,0.509,0.064,0.075,0.099,0.335,0.558,0.077,0.191
2017-01-04 02:00:00,0.023,0.459,0.443,0.022,0.075,0.067,0.149,0.346,0.269,0.142
2017-01-04 02:30:00,0.062,0.473,0.353,0.019,0.039,0.065,0.157,0.34,0.049,0.093
2017-01-04 03:00:00,0.037,0.46,0.231,0.04,0.122,0.049,0.16,0.38,0.048,0.073
2017-01-04 03:30:00,0.04,0.482,0.418,0.029,0.042,0.055,0.24,0.357,0.047,0.06
2017-01-04 04:00:00,0.055,0.473,0.323,0.055,0.067,0.06,0.183,0.4,0.046,0.055
2017-01-04 04:30:00,0.022,0.462,0.296,0.018,0.05,0.093,0.141,0.361,0.042,0.067
2017-01-04 05:00:00,0.065,0.462,0.351,0.018,0.086,0.21,0.149,0.332,0.279,0.061
2017-01-04 05:30:00,0.021,0.464,0.319,0.035,0.048,0.051,0.128,0.328,0.051,0.063
2017-01-04 06:00:00,0.051,0.463,0.264,0.055,0.053,0.051,0.157,0.338,0.046,0.055
2017-01-04 06:30:00,0.038,0.462,0.329,0.04,0.047,0.064,0.157,0.33,0.046,0.051
2017-01-04 07:00:00,0.033,0.465,0.27,0.018,0.05,0.05,0.095,0.323,0.033,0.053
2017-01-04 07:30:00,0.056,0.463,0.251,0.018,0.195,0.107,0.119,0.32,0.045,0.063
2017-01-04 08:00:00,0.164,0.461,0.314,0.022,0.073,0.101,0.103,0.336,0.254,0.064
2017-01-04 08:30:00,0.084,0.472,0.377,0.131,0.112,0.049,0.151,0.328,0.044,0.11
2017-01-04 09:00:00,0.024,0.494,0.26,0.232,0.045,0.05,0.11,0.316,0.031,0.081
2017-01-04 09:30:00,0.041,0.501,0.252,0.02,0.055,0.105,0.137,0.517,0.04,0.064
2017-01-04 10:00:00,0.037,0.457,0.159,0.018,0.027,0.533,0.124,0.173,0.041,0.079
2017-01-04 10:30:00,0.023,0.456,0.086,0.048,0.101,0.705,0.161,0.201,0.264,0.075
2017-01-04 11:00:00,0.054,0.452,0.034,0.044,0.064,0.989,0.171,0.483,0.174,0.094
2017-01-04 11:30:00,0.018,0.449,0.079,0.026,0.185,0.898,0.149,0.196,0.271,0.07
2017-01-04 12:00:00,0.053,0.447,0.032,0.018,0.031,0.612,0.183,1.589,0.352,0.077
2017-01-04 12:30:00,0.074,0.456,0.209,0.019,0.061,0.73,0.241,1.36,0.176,0.266
2017-01-04 13:00:00,0.608,0.455,0.07,0.075,0.061,0.868,0.53,1.742,0.381,0.691
2017-01-04 13:30:00,0.149,0.463,0.107,0.099,0.056,0.423,0.204,1.036,0.773,0.663
2017-01-04 14:00:00,0.06,0.46,0.205,0.03,0.037,0.825,0.156,0.476,0.105,0.436
2017-01-04 14:30:00,0.037,0.447,0.116,0.041,0.047,0.486,0.171,0.595,0.142,0.089
2017-01-04 15:00:00,0.04,0.448,0.09,0.041,0.038,0.169,0.24,0.777,0.272,0.095
2017-01-04 15:30:00,0.024,0.436,0.029,0.018,0.061,0.081,0.247,0.494,0.047,0.089
2017-01-04 16:00:00,0.05,0.438,0.078,0.051,0.066,0.051,0.258,0.901,0.033,0.068
2017-01-04 16:30:00,0.018,0.443,0.041,1.095,0.241,0.062,0.232,0.948,0.047,0.057
2017-01-04 17:00:00,0.055,0.444,0.065,1.056,0.067,0.491,0.089,0.768,0.053,0.077
2017-01-04 17:30:00,0.018,0.481,0.052,1.065,0.094,0.221,0.12,0.493,0.148,0.147
2017-01-04 18:00:00,0.044,0.433,0.078,0.614,0.099,0.169,0.143,0.053,0.196,0.138
2017-01-04 18:30:00,0.027,0.423,0.154,1.041,0.392,0.6,0.227,0.054,0.146,0.141
2017-01-04 19:00:00,0.05,0.436,0.099,0.966,0.146,0.175,0.261,0.033,0.153,0.144
2017-01-04 19:30:00,0.108,0.43,0.692,1.076,0.268,0.254,0.267,0.038,0.089,0.417
2017-01-04 20:00:00,0.073,0.434,0.654,1.484,0.515,0.322,0.267,0.024,0.108,1.215
2017-01-04 20:30:00,0.111,0.486,0.688,0.82,0.238,0.749,0.255,0.042,0.379,0.666
2017-01-04 21:00:00,0.304,0.487,0.828,0.031,0.117,0.696,0.8,0.02,0.99,0.235
2017-01-04 21:30:00,0.64,0.486,0.542,0.086,0.12,0.27,0.966,0.045,0.691,0.173
2017-01-04 22:00:00,1.156,0.494,0.517,0.033,0.09,0.142,0.423,0.091,0.689,0.172
2017-01-04 22:30:00,0.28,0.493,0.423,0.022,0.063,0.255,0.463,0.605,0.746,0.347
2017-01-04 23:00:00,0.125,0.489,0.561,0.032,0.086,0.546,0.423,0.17,0.284,0.097
2017-01-04 23:30:00,0.02,0.497,0.404,0.045,0.042,0.208,0.443,0.081,0.525,0.097
2017-01-05 00:00:00,0.058,0.495,0.51,0.05,0.166,0.169,0.423,0.7,0.453,0.049
2017-01-05 00:30:00,0.02,0.474,0.408,0.02,0.135,0.271,0.414,0.773,0.204,0.071
2017-01-05 01:00:00,0.048,0.456,0.379,0.054,0.11,0.095,0.361,0.713,0.392,0.071
2017-01-05 01:30:00,0.029,0.465,0.467,0.02,0.07,0.052,0.368,0.738,0.124,0.053
2017-01-05 02:00:00,0.031,0.486,0.318,0.02,0.087,0.062,0.294,0.446,0.044,0.044
2017-01-05 02:30:00,0.045,0.474,0.457,0.062,0.047,0.109,0.275,0.109,0.029,0.038
2017-01-05 03:00:00,0.02,0.472,0.404,0.041,0.073,0.056,0.281,0.125,0.038,0.073
2017-01-05 03:30:00,0.057,0.47,0.321,0.019,0.067,0.05,0.25,0.071,0.265,0.082
2017-01-05 04:00:00,0.019,0.482,0.366,0.018,0.061,0.169,0.275,0.082,0.039,0.112
2017-01-05 04:30:00,0.045,0.476,0.212,0.053,0.062,0.05,0.286,0.067,0.028,0.073
2017-01-05 05:00:00,0.087,0.474,0.201,0.018,0.079,0.052,0.308,0.062,0.039,0.058
2017-01-05 05:30:00,0.028,0.477,0.03,0.047,0.054,0.108,0.304,0.061,0.041,0.041
2017-01-05 06:00:00,0.066,0.478,0.077,0.034,0.052,0.069,0.279,0.042,0.027,0.04
2017-01-05 06:30:00,0.041,0.473,0.036,0.036,0.048,0.05,0.258,0.036,0.238,0.046
2017-01-05 07:00:00,0.024,0.468,0.067,0.018,0.043,0.049,0.236,0.04,0.048,0.045
2017-01-05 07:30:00,0.162,0.458,0.073,0.018,0.161,0.092,0.211,0.063,0.027,0.058
2017-01-05 08:00:00,0.177,0.455,0.104,0.056,0.069,0.05,0.214,0.033,0.04,0.065
2017-01-05 08:30:00,0.068,0.474,0.115,0.085,0.092,0.079,0.21,0.04,0.04,0.091
2017-01-05 09:00:00,0.018,0.474,0.073,0.211,0.039,0.098,0.207,0.051,0.025,0.154
2017-01-05 09:30:00,0.04,0.491,0.077,0.047,0.05,0.171,0.268,0.056,0.242,0.094
2017-01-05 10:00:00,0.034,0.493,0.028,0.037,0.031,0.048,0.215,0.041,0.036,0.065
2017-01-05 10:30:00,0.027,0.464,0.079,0.018,0.181,0.176,0.203,0.041,0.07,0.09
2017-01-05 11:00:00,0.471,0.453,0.038,0.018,0.031,1.244,0.261,0.222,0.14,0.059
2017-01-05 11:30:00,0.543,0.457,0.072,0.077,0.113,0.953,0.201,0.127,0.075,0.07
2017-01-05 12:00:00,0.111,0.456,0.236,0.021,0.036,0.272,0.24,0.111,0.174,0.069
2017-01-05 12:30:00,0.079,0.458,0.231,0.168,0.055,1.102,0.279,1.086,0.349,0.062
2017-01-05 13:00:00,0.261,0.449,0.242,0.034,0.028,0.867,0.3,0.583,0.052,0.076
2017-01-05 13:30:00,0.099,0.461,0.075,0.041,0.078,0.473,0.313,0.359,0.087,0.099
2017-01-05 14:00:00,0.049,0.462,0.087,0.028,0.027,0.309,0.247,0.043,0.078,0.101
2017-01-05 14:30:00,0.046,0.461,0.039,0.036,0.057,0.819,0.249,0.133,0.117,0.086
2017-01-05 15:00:00,0.017,0.46,0.068,0.061,0.051,0.286,0.283,0.241,0.309,0.063
2017-01-05 15:30:00,0.056,0.46,0.051,0.018,0.054,0.196,0.234,0.034,0.036,0.058
2017-01-05 16:00:00,0.019,0.461,0.055,0.018,0.061,0.05,0.235,0.051,0.045,0.068
2017-01-05 16:30:00,0.041,0.449,0.065,0.049,0.353,0.05,0.217,0.197,0.371,0.183
2017-01-05 17:00:00,0.033,0.452,0.084,0.018,0.172,0.497,0.216,0.037,0.279,0.4
2017-01-05 17:30:00,0.023,0.445,0.126,0.037,0.212,0.433,0.266,0.316,0.059,0.769
2017-01-05 18:00:00,0.05,0.449,0.077,0.184,0.049,0.302,0.174,0.197,0.28,0.237
2017-01-05 18:30:00,0.021,0.436,0.155,0.029,0.048,0.198,0.223,0.029,0.107,0.769
2017-01-05 19:00:00,0.129,0.435,0.219,0.797,0.112,0.194,0.299,0.035,0.176,0.66
2017-01-05 19:30:00,0.336,0.443,0.467,0.73,0.743,0.177,0.26,0.032,0.139,0.465
2017-01-05 20:00:00,0.525,0.434,0.473,1.116,0.202,0.347,0.334,0.302,0.162,0.966
2017-01-05 20:30:00,0.991,0.446,1.142,1.046,0.207,0.823,0.542,0.107,0.804,1.355
2017-01-05 21:00:00,0.371,0.489,0.652,0.067,0.216,0.633,0.461,0.061,0.867,1.327
2017-01-05 21:30:00,0.137,0.511,0.659,0.034,0.096,0.312,0.469,0.811,0.227,0.277
2017-01-05 22:00:00,0.16,0.48,0.664,0.027,0.085,0.235,0.432,1.242,0.129,0.251
2017-01-05 22:30:00,0.565,0.492,0.402,0.062,0.086,0.204,0.439,1.345,0.19,0.253
2017-01-05 23:00:00,0.837,0.475,0.486,0.019,0.069,0.301,0.44,1.006,0.196,0.234
2017-01-05 23:30:00,0.034,0.477,0.452,0.046,0.17,0.522,0.405,0.705,0.396,0.271
2017-01-06 00:00:00,0.048,0.493,0.474,0.051,0.182,0.342,0.402,0.51,0.198,0.256
2017-01-06 00:30:00,0.043,0.489,0.426,0.02,0.153,0.172,0.467,0.061,0.184,0.553
2017-01-06 01:00:00,0.036,0.485,0.372,0.02,0.097,0.127,0.487,0.139,0.127,0.074
2017-01-06 01:30:00,0.051,0.472,0.547,0.047,0.055,0.216,0.178,0.193,0.055,0.707
2017-01-06 02:00:00,0.026,0.477,0.46,0.026,0.071,0.099,0.173,0.053,0.038,0.076
2017-01-06 02:30:00,0.059,0.479,0.455,0.042,0.086,0.053,0.166,0.06,0.246,0.125
2017-01-06 03:00:00,0.02,0.504,0.505,0.034,0.067,0.066,0.17,0.155,0.043,0.07
2017-01-06 03:30:00,0.061,0.499,0.268,0.041,0.039,0.05,0.161,0.752,0.04,0.051
2017-01-06 04:00:00,0.022,0.471,0.348,0.018,0.066,0.088,0.172,0.653,0.038,0.052
2017-01-06 04:30:00,0.05,0.477,0.16,0.018,0.055,0.062,0.166,0.666,0.039,0.066
2017-01-06 05:00:00,0.031,0.478,0.287,0.051,0.066,0.068,0.15,0.046,0.239,0.064
2017-01-06 05:30:00,0.04,0.482,0.241,0.023,0.042,0.098,0.172,0.035,0.035,0.041
2017-01-06 06:00:00,0.043,0.481,0.356,0.043,0.074,0.184,0.19,0.045,0.037,0.042
2017-01-06 06:30:00,0.027,0.459,0.244,0.051,0.038,0.063,0.144,0.042,0.037,0.047
2017-01-06 07:00:00,0.051,0.454,0.324,0.018,0.087,0.05,0.108,0.037,0.039,0.084
2017-01-06 07:30:00,0.02,0.452,0.196,0.018,0.141,0.075,0.118,0.038,0.039,0.068
2017-01-06 08:00:00,0.187,0.476,0.308,0.061,0.077,0.101,0.128,0.042,0.258,0.145
2017-01-06 08:30:00,0.039,0.483,0.196,0.058,0.068,0.088,0.138,0.046,0.039,0.082
2017-01-06 09:00:00,0.044,0.467,0.272,0.018,0.117,0.078,0.134,0.034,0.026,0.07
2017-01-06 09:30:00,0.029,0.484,0.179,0.084,0.044,0.116,0.111,0.029,0.039,0.084
